Progress,Duration (in seconds),Finished,S1_1_1,S1_2_1,S2-1_1,S2-2_1,S3-1_1,S3-2_1,S4-1_1,S4-2_1,S5-1_1,S5-2_1,S6-1_1,S6-2_1,S7-1_1,S7-2_1,S8-1_1,S8-2_1,S9-1_1,S9-2_1,S10-1_1,S10-2_1,S11-1_1,S11-2_1,S12-1_1,S12-2_1,S13-1_1,S13-2_1,S14-1_1,S14-2_1,S15-1_1,S15-2_1,S16-1_1,S16-2_1,S17-1_1,S17-2_1,S18-1_1,S18-2_1,demo,age,gender,ethnicity,ethnicity_6_TEXT,education,ses,S1A,S2A,S3A,S4A,S5A,S6A,S7A,S8A,S9A,S10A,S11A,S12A,S13A,S14A,S15A,S16A,S17A,S18A
100,1041,TRUE,,,85,39,,,72,32,83,10,95,17,96,64,35,55,,,87,79,100,59,,,,,27,8,81,42,15,10,8,5,,,,67,Female,White / Caucasian,,Vocational/Technical School (2 year),Rung 6,,take a public bus,,crawl past the front desk,call her mom,throw away all of the food,steal someone else's ticket,ask the parents if they know him,,refuse to drive her,light a fire under the car,,,pitch his situation to a reality TV network,serve engine fuel to the passengers,hike until she finds cell service,tell his lawyer that he’s sick,
100,614,TRUE,78,7,77,95,,,74,43,85,5,,,88,92,,,70,0,83,88,,,90,35,81,30,,,85,100,,,22,79,76,14,,28,Male,Hispanic / Latino,,College Graduate (4 year),Rung 1 (Bottom Rung),commit credit card fraud,take a public bus,,pay for a day-pass to the gym,call her mom,,give her ticket to Ted,,take a detour at the next exit,steal whatever she has on her,,take a train instead,run away,,serve engine fuel to the passengers,,ask a friend to take over,leave her dogs with him
100,616,TRUE,80,10,,,80,35,,,100,65,,,70,15,,,30,10,30,0,100,100,100,100,,,75,0,100,75,100,65,,,60,0,,38,Male,White / Caucasian,,Some College,Rung 4,switch insurance plans,,explain the situation to his boss,,lie that her house burnt down,,try to buy a ticket off another person,,honk an angry message in Morse code,call her a cab,light a fire under the car,threaten security with the knife,,check in on his father daily,sell all the food to the highest bidder,get her arm stuck in solidarity,,leave her dogs with him
100,810,TRUE,,,83,33,72,25,96,18,95,78,,,,,,,99,67,99,46,,,86,62,92,42,,,100,88,97,58,99,92,85,73,,60,Male,White / Caucasian,,Master's Degree (MS),Rung 7,,take a public bus,pay the money from his own wallet,lie that she left her card inside,copy a friend's assignment,,,,ram into the car,take her to his house but no further,,store the knife in an airport locker,borrow their mom’s wedding ring,,throw disobedient passengers off the boat,leave Todd to save herself,leave the store unattended,leave her dogs with him
100,1130,TRUE,95,25,100,90,100,0,,,,,85,50,99,100,100,67,10,0,100,2,80,1,100,97,,,,,100,10,,,33,100,,,,31,Male,White / Caucasian,,College Graduate (4 year),Rung 7,commit credit card fraud,demand that the airline delays the flight,sell one of his kidneys,,,search for a water source,steal someone else's ticket,tackle him and hold him down,pull over and call 911,turn invisible,check that the doors are locked,pretend the knife is part of a hip replacement,,,request supplies to be airdropped,,lock up the store,
100,614,TRUE,,,,,64,22,,,71,42,76,30,82,100,,,100,0,,,94,0,100,40,66,16,60,9,,,100,39,85,0,68,34,,21,Male,White / Caucasian,,Some College,Rung 3,,,overcharge the next customers,,hypnotize the teacher,search for a water source,steal someone else's ticket,,tailgate the car,,check that the doors are locked,threaten security with the knife,steal someone else’s ring,move into his father’s apartment,,saw Todd’s arm off,tell his lawyer that he’s sick,finish the race
100,816,TRUE,,,40,35,100,100,65,10,0,0,100,0,0,0,70,25,,,93,0,97,0,,,,,100,75,0,0,100,85,,,,,,69,Male,White / Caucasian,,Master's Degree (MS),Rung 5,,try to convince a passing driver to trade cars,stage a robbery,borrow someone's phone,bring in the assignment the next day,boost morale with a three-legged race,go without Ted,ask the parents if they know him,,take her to his house but no further,call emergency services,,,buy his father a tent,request supplies to be airdropped,get her arm stuck in solidarity,,
100,671,TRUE,97,45,50,29,95,95,64,20,90,75,97,60,,,,,91,93,82,34,92,40,,,,,100,85,,,,,89,40,50,80,,72,Female,White / Caucasian,,Master's Degree (MS),Rung 7,go on strike for better wages,call a taxi,stage a robbery,borrow someone's phone,quickly try to redo the assignment,steal all of the food and water,,,honk at the driver until they pull over,call her a cab,check that the doors are locked,,,abandon his father,,,tell his lawyer that he’s sick,call for help
100,559,TRUE,65,9,73,30,,,56,31,75,44,,,,,77,73,36,87,37,57,,,73,41,74,33,,,74,86,,,89,100,38,76,,36,Male,Black / African American,,College Graduate (4 year),Rung 5,take out a loan,reschedule for a later flight,,lie that she left her card inside,bring in the assignment the next day,,,keep an eye on him,ram into the car,refuse to drive her,,pretend the knife is part of a hip replacement,steal someone else’s ring,,organize a fishing crew,,stage a break-in at the store,call for help
100,914,TRUE,51,12,,,100,51,76,31,99,82,,,100,53,75,51,,,,,51,5,,,0,4,100,100,55,20,,,99,100,51,50,,45,Female,Black / African American,,College Graduate (4 year),Rung 5,switch insurance plans,,sell one of his kidneys,lie that she left her card inside,copy a friend's assignment,,teleport into the concert,make cat noises at him until he leaves,,,ask to use the mall's loudspeaker,,blame it on the maid of honor,abandon his father,ration their food,,leave the store unattended,leave her dogs with him
100,419,TRUE,87,50,,,,,81,4,61,49,,,71,8,80,72,60,10,,,98,2,,,59,1,97,1,61,2,83,92,,,94,95,,71,Male,White / Caucasian,,Master's Degree (MS),Rung 4,start a fundraiser,,,crawl past the front desk,copy a friend's assignment,,try to buy a ticket off another person,keep an eye on him,take a detour at the next exit,,pour water on the car to cool it,,call the taxi company,pitch his situation to a reality TV network,ration their food,yell at Todd for getting stuck,,steal his dogs for extra speed
100,760,TRUE,0,0,40,60,,,,,,,30,41,50,51,0,10,60,0,100,70,,,0,0,100,10,,,0,0,0,0,0,0,,,,60,Female,White / Caucasian,,High School or equivalent,Rung 3,search for the medication on the black market,reschedule for a later flight,,,,search for a water source,give her ticket to Ted,ask the parents if they know him,take a detour at the next exit,yell in gibberish until she leaves,,ask to check the knife,blame it on the maid of honor,,request supplies to be airdropped,hike until she finds cell service,call his lawyer,
100,533,TRUE,89,63,,,100,100,,,95,60,91,13,70,10,,,,,100,70,90,100,,,10,2,90,80,,,80,87,40,21,100,85,,43,Male,Asian / Pacific Islander,,College Graduate (4 year),Rung 7,search for the medication on the black market,,stage a robbery,,lie that her house burnt down,steal all of the food and water,teleport into the concert,,,steal whatever she has on her,pour water on the car to cool it,,tell his sister as soon as possible,abandon his father,,saw Todd’s arm off,tell his lawyer that he’s sick,hide him in the snow
100,711,TRUE,76,20,50,50,,,95,5,,,5,5,100,100,60,60,,,,,100,80,,,19,5,62,55,100,10,91,80,,,0,5,,46,Female,White / Caucasian,,Master's Degree (MS),Rung 5,go on strike for better wages,call a taxi,,pull the fire alarm,,huddle to conserve energy,steal someone else's ticket,wave to the parents,,,light a fire under the car,,blame it on the maid of honor,get another job,sell all the food to the highest bidder,saw Todd’s arm off,,carry her competitor on her sled
100,1103,TRUE,,,32,59,96,10,61,25,72,50,100,0,,,,,,,,,100,11,86,29,100,75,72,55,100,8,57,0,,,100,100,,33,Female,White / Caucasian,,Some College,Rung 4,,reschedule for a later flight,pay the money from his own wallet,renew her membership,quickly try to redo the assignment,throw away all of the food,,,,,pour water on the car to cool it,take a train instead,borrow their mom’s wedding ring,check in on his father daily,throw disobedient passengers off the boat,give Todd her water,,steal his dogs for extra speed
100,767,TRUE,,,,,100,20,30,0,30,10,,,10,0,20,90,0,0,0,30,,,90,0,100,95,,,100,60,70,10,20,60,,,,37,Female,Asian / Pacific Islander,,Vocational/Technical School (2 year),Rung 3,,,get an advance payday loan,borrow someone's phone,call her mom,,go without Ted,ask the parents if they know him,pull over and call 911,refuse to drive her,,ask to check the knife,steal someone else’s ring,,throw disobedient passengers off the boat,give Todd her water,call his lawyer,
100,1177,TRUE,,,80,40,15,15,,,80,90,100,40,70,61,,,61,44,80,91,91,20,83,31,,,,,25,75,,,65,85,40,30,,50,Female,White / Caucasian,,College Graduate (4 year),Rung 5,,steal a passing driver's car,get an advance payday loan,,lie that her house burnt down,throw away all of the food,give her ticket to Ted,,honk an angry message in Morse code,steal whatever she has on her,slash the tires,take a train instead,,,throw disobedient passengers off the boat,,stage a break-in at the store,hide him in the snow
100,727,TRUE,,,100,0,100,85,100,0,,,100,0,100,0,100,0,100,74,,,100,100,100,0,,,100,82,100,50,100,93,,,,,,46,Male,Other,"White Hispanic, but more Hispanic",Some College,Rung 4,,try to convince a passing driver to trade cars,pay the money from his own wallet,crawl past the front desk,,steal all of the food and water,teleport into the concert,read his mind,honk at the driver until they pull over,,call emergency services,hide the knife in someone else's bag,,buy his father a tent,request supplies to be airdropped,get her arm stuck in solidarity,,
100,455,TRUE,33,0,72,94,70,41,86,85,,,40,0,,,75,91,,,66,79,,,92,81,0,52,73,48,,,73,1,7,0,,,,41,Female,White / Caucasian,,Some College,Rung 3,start a fundraiser,demand that the airline delays the flight,get an advance payday loan,pull the fire alarm,,steal all of the food and water,,keep an eye on him,,take her to his house but no further,,pretend the knife is part of a hip replacement,tell his sister as soon as possible,move into his father’s apartment,,yell at Todd for getting stuck,call his lawyer,
100,688,TRUE,50,0,100,0,100,0,,,,,100,31,,,100,100,,,10,0,,,71,51,41,0,100,51,100,40,100,0,100,100,,,,44,Female,Black / African American,,College Graduate (4 year),Rung 3,take out a loan,steal a passing driver's car,sell one of his kidneys,,,throw away all of the food,,make cat noises at him until he leaves,,call her a cab,,ask to check the knife,call the taxi company,buy his father a tent,throw disobedient passengers off the boat,yell at Todd for getting stuck,stage a break-in at the store,
100,498,TRUE,100,9,,,,,,,100,4,80,3,70,85,95,75,,,100,5,100,90,91,80,100,4,100,95,,,,,95,95,10,20,,63,Male,Black / African American,,College Graduate (4 year),Rung 6,commit credit card fraud,,,,hypnotize the teacher,huddle to conserve energy,try to buy a ticket off another person,wave to the parents,,yell in gibberish until she leaves,light a fire under the car,take a train instead,borrow their mom’s wedding ring,abandon his father,,,ask a friend to take over,carry her competitor on her sled
100,344,TRUE,,,,,,,70,0,100,90,64,0,,,8,50,70,0,60,50,50,0,,,100,85,100,9,,,10,0,10,75,100,25,,36,Male,White / Caucasian,,College Graduate (4 year),Rung 5,,,,lie that she left her card inside,copy a friend's assignment,huddle to conserve energy,,ask the parents if they know him,honk an angry message in Morse code,refuse to drive her,ask to use the mall's loudspeaker,,run away,pitch his situation to a reality TV network,,saw Todd’s arm off,lock up the store,leave her dogs with him
100,459,TRUE,,,80,90,100,85,34,0,74,91,,,73,70,84,19,100,65,100,41,31,16,,,,,,,69,16,10,0,,,32,18,,34,Female,Asian / Pacific Islander,,Master's Degree (MS),Rung 7,,take a public bus,stage a robbery,pay for a day-pass to the gym,bring in the assignment the next day,,give her ticket to Ted,make cat noises at him until he leaves,honk an angry message in Morse code,steal whatever she has on her,ask to use the mall's loudspeaker,,,,ration their food,hike until she finds cell service,,carry her competitor on her sled
100,738,TRUE,,,56,43,58,28,25,15,97,47,10,5,100,30,,,89,83,71,44,100,22,100,78,,,,,,,,,99,96,100,75,,24,Male,White / Caucasian,,High School or equivalent,Rung 3,,take a public bus,overcharge the next customers,pay for a day-pass to the gym,quickly try to redo the assignment,search for a water source,pretend they are conjoined twins,,honk an angry message in Morse code,call her a cab,pour water on the car to cool it,hide the knife in someone else's bag,,,,,leave the store unattended,steal his dogs for extra speed
100,1089,TRUE,100,81,100,100,71,20,100,19,81,100,,,,,100,100,,,100,72,100,100,100,100,,,78,0,100,0,,,,,81,0,,63,Female,White / Caucasian,,College Graduate (4 year),Rung 5,commit credit card fraud,steal a passing driver's car,pay the money from his own wallet,pull the fire alarm,bring in the assignment the next day,,,keep an eye on him,,yell in gibberish until she leaves,ask to use the mall's loudspeaker,threaten security with the knife,,get another job,serve engine fuel to the passengers,,,carry her competitor on her sled
100,1413,TRUE,,,,,75,25,15,82,75,80,,,95,100,20,93,,,,,100,0,95,94,88,95,97,1,100,85,,,90,10,29,9,,69,Female,White / Caucasian,,High School or equivalent,Rung 3,,,get an advance payday loan,pay for a day-pass to the gym,quickly try to redo the assignment,,steal someone else's ticket,ask the parents if they know him,,,pour water on the car to cool it,pretend the knife is part of a hip replacement,steal someone else’s ring,pitch his situation to a reality TV network,sell all the food to the highest bidder,,tell his lawyer that he’s sick,leave her dogs with him
100,839,TRUE,100,0,100,0,100,0,,,100,30,100,0,70,32,100,0,,,,,100,0,100,57,,,,,100,40,100,23,,,100,100,,47,Male,White / Caucasian,,College Graduate (4 year),Rung 5,commit credit card fraud,steal a passing driver's car,overcharge the next customers,,quickly try to redo the assignment,boost morale with a three-legged race,pretend they are conjoined twins,make cat noises at him until he leaves,,,light a fire under the car,ask to check the knife,,,sell all the food to the highest bidder,get her arm stuck in solidarity,,finish the race
100,488,TRUE,,,19,70,45,61,83,70,0,0,20,75,,,100,100,100,85,100,50,100,0,100,80,,,55,0,40,24,,,,,,,,34,Male,White / Caucasian,,College Graduate (4 year),Rung 6,,reschedule for a later flight,explain the situation to his boss,renew her membership,bring in the assignment the next day,search for a water source,,tackle him and hold him down,ram into the car,turn invisible,slash the tires,hide the knife in someone else's bag,,check in on his father daily,ration their food,,,
100,1568,TRUE,,,71,50,5,8,96,25,96,44,77,40,100,100,,,5,5,,,,,,,90,35,40,12,34,18,60,50,60,18,,,,62,Female,Asian / Pacific Islander,,College Graduate (4 year),Rung 6,,take a public bus,sell one of his kidneys,borrow someone's phone,bring in the assignment the next day,huddle to conserve energy,steal someone else's ticket,,take a detour at the next exit,,,,steal someone else’s ring,move into his father’s apartment,request supplies to be airdropped,leave Todd to save herself,lock up the store,
100,549,TRUE,9,0,72,43,100,100,82,42,,,60,51,51,68,,,31,1,,,61,0,,,,,,,70,58,69,21,17,0,100,100,,55,Male,White / Caucasian,,Doctoral Degree (PhD),Rung 9,commit credit card fraud,try to convince a passing driver to trade cars,stage a robbery,lie that she left her card inside,,search for a water source,go without Ted,,pull over and call 911,,call emergency services,,,,organize a fishing crew,hike until she finds cell service,tell his lawyer that he’s sick,hide him in the snow
100,521,TRUE,,,99,16,,,96,49,61,6,,,,,,,98,20,,,95,7,100,100,19,0,96,62,14,0,55,9,80,90,100,12,,59,Male,White / Caucasian,,Master's Degree (MS),Rung 7,,steal a passing driver's car,,crawl past the front desk,call her mom,,,,tailgate the car,,call emergency services,threaten security with the knife,call the taxi company,buy his father a tent,request supplies to be airdropped,give Todd her water,leave the store unattended,hide him in the snow
100,508,TRUE,27,7,,,62,75,31,8,,,,,78,23,,,94,46,73,29,99,15,,,83,50,55,6,,,96,42,99,93,95,77,,60,Female,White / Caucasian,,College Graduate (4 year),Rung 4,search for the medication on the black market,,explain the situation to his boss,renew her membership,,,pretend they are conjoined twins,,take a detour at the next exit,yell in gibberish until she leaves,check that the doors are locked,,run away,check in on his father daily,,get her arm stuck in solidarity,stage a break-in at the store,hide him in the snow
100,418,TRUE,60,27,62,30,69,10,76,81,,,25,20,,,,,90,89,74,19,51,9,92,52,71,33,86,27,,,,,75,83,,,,34,Female,White / Caucasian,,High School or equivalent,Rung 2,start a fundraiser,take a public bus,pay the money from his own wallet,pull the fire alarm,,collect wood to start a fire,,,ram into the car,yell in gibberish until she leaves,check that the doors are locked,pretend the knife is part of a hip replacement,run away,move into his father’s apartment,,,leave the store unattended,
100,895,TRUE,82,50,,,49,49,,,,,100,50,30,0,100,50,96,50,71,50,51,0,96,50,,,,,,,61,20,100,100,100,50,,45,Male,Black / African American,,Some College,Rung 4,switch insurance plans,,get an advance payday loan,,,huddle to conserve energy,steal someone else's ticket,make cat noises at him until he leaves,tailgate the car,call her a cab,check that the doors are locked,pretend the knife is part of a hip replacement,,,,give Todd her water,stage a break-in at the store,finish the race
100,820,TRUE,,,100,8,0,0,100,0,100,0,100,0,100,100,,,,,100,31,100,0,100,80,100,0,,,100,9,,,,,100,70,,48,Male,White / Caucasian,,High School or equivalent,Rung 4,,call a taxi,explain the situation to his boss,renew her membership,hypnotize the teacher,boost morale with a three-legged race,give her ticket to Ted,,,steal whatever she has on her,slash the tires,store the knife in an airport locker,blame it on the maid of honor,,organize a fishing crew,,,call for help
100,407,TRUE,,,11,6,,,2,2,89,73,17,0,91,36,28,57,5,1,,,,,73,61,79,56,,,7,2,,,61,55,94,84,,53,Female,White / Caucasian,,Some College,Rung 6,,call a taxi,,borrow someone's phone,lie that her house burnt down,boost morale with a three-legged race,pretend they are conjoined twins,wave to the parents,pull over and call 911,,,take a train instead,borrow their mom’s wedding ring,,request supplies to be airdropped,,ask a friend to take over,steal his dogs for extra speed
100,847,TRUE,46,24,84,39,97,80,69,29,70,45,,,,,,,,,81,57,,,100,59,100,0,25,45,100,71,86,52,,,97,60,,55,Female,White / Caucasian,,Master's Degree (MS),Rung 6,take out a loan,demand that the airline delays the flight,overcharge the next customers,borrow someone's phone,call her mom,,,,,refuse to drive her,,hide the knife in someone else's bag,steal someone else’s ring,check in on his father daily,serve engine fuel to the passengers,leave Todd to save herself,,carry her competitor on her sled
100,832,TRUE,35,25,,,,,,,,,,,,,75,40,90,0,70,20,100,55,100,85,70,20,90,5,100,0,75,0,20,80,5,0,,65,Male,White / Caucasian,,College Graduate (4 year),Rung 6,switch insurance plans,,,,,,,read his mind,tailgate the car,take her to his house but no further,light a fire under the car,threaten security with the knife,call the taxi company,pitch his situation to a reality TV network,sell all the food to the highest bidder,give Todd her water,ask a friend to take over,carry her competitor on her sled
100,1474,TRUE,70,20,89,50,,,60,41,,,85,38,72,35,95,55,,,,,100,4,,,80,25,62,35,,,4,33,25,36,30,10,,49,Female,White / Caucasian,,High School or equivalent,Rung 4,search for the medication on the black market,steal a passing driver's car,,crawl past the front desk,,boost morale with a three-legged race,give her ticket to Ted,tackle him and hold him down,,,slash the tires,,borrow their mom’s wedding ring,pitch his situation to a reality TV network,,hike until she finds cell service,ask a friend to take over,steal his dogs for extra speed
100,700,TRUE,100,100,19,82,,,,,100,100,82,29,100,100,99,100,,,,,,,92,100,100,100,,,100,9,100,100,100,99,100,10,,41,Male,White / Caucasian,,College Graduate (4 year),Rung 5,go on strike for better wages,reschedule for a later flight,,,copy a friend's assignment,collect wood to start a fire,steal someone else's ticket,read his mind,,,,store the knife in an airport locker,blame it on the maid of honor,,throw disobedient passengers off the boat,get her arm stuck in solidarity,lock up the store,leave her dogs with him
100,665,TRUE,60,27,100,91,100,100,,,100,100,,,100,100,,,,,0,0,,,93,100,,,100,82,100,100,81,71,0,100,100,83,,51,Female,,,College Graduate (4 year),Rung 4,start a fundraiser,try to convince a passing driver to trade cars,overcharge the next customers,,copy a friend's assignment,,give her ticket to Ted,,,call her a cab,,threaten security with the knife,,get another job,serve engine fuel to the passengers,leave Todd to save herself,leave the store unattended,finish the race
100,821,TRUE,95,0,,,80,75,,,100,0,100,0,85,40,100,90,85,5,90,100,,,15,40,25,5,30,0,90,100,,,,,,,,33,Male,White / Caucasian,,Some College,Rung 5,go on strike for better wages,,explain the situation to his boss,,lie that her house burnt down,throw away all of the food,try to buy a ticket off another person,tackle him and hold him down,honk at the driver until they pull over,refuse to drive her,,ask to check the knife,tell his sister as soon as possible,move into his father’s apartment,organize a fishing crew,,,
100,534,TRUE,100,60,,,50,0,100,0,,,,,100,0,75,0,100,100,100,0,100,0,,,100,10,70,40,100,15,100,75,,,,,,31,Male,Hispanic / Latino,,Some College,Rung 3,switch insurance plans,,get an advance payday loan,lie that she left her card inside,,,teleport into the concert,read his mind,ram into the car,turn invisible,slash the tires,,steal someone else’s ring,get another job,serve engine fuel to the passengers,saw Todd’s arm off,,
100,1243,TRUE,,,,,,,60,0,0,0,,,0,0,,,20,40,100,100,100,0,40,40,100,100,100,40,100,100,,,50,50,60,60,,43,Female,Asian / Pacific Islander,,College Graduate (4 year),Rung 6,,,,pull the fire alarm,hypnotize the teacher,,pretend they are conjoined twins,,honk at the driver until they pull over,turn invisible,check that the doors are locked,store the knife in an airport locker,tell his sister as soon as possible,pitch his situation to a reality TV network,serve engine fuel to the passengers,,call his lawyer,leave her dogs with him
100,1073,TRUE,100,20,50,100,100,0,100,30,50,0,70,0,100,20,100,20,100,60,,,,,,,,,100,50,,,50,0,100,0,,,,58,Female,White / Caucasian,,High School or equivalent,Rung 4,search for the medication on the black market,call a taxi,pay the money from his own wallet,crawl past the front desk,call her mom,collect wood to start a fire,go without Ted,tackle him and hold him down,tailgate the car,,,,,buy his father a tent,,hike until she finds cell service,tell his lawyer that he’s sick,
100,441,TRUE,30,0,50,20,100,100,50,0,,,0,0,,,90,95,20,0,,,,,,,20,0,30,0,100,100,90,10,100,100,,,,41,Male,White / Caucasian,,College Graduate (4 year),Rung 6,take out a loan,demand that the airline delays the flight,stage a robbery,pay for a day-pass to the gym,,collect wood to start a fire,,keep an eye on him,take a detour at the next exit,,,,blame it on the maid of honor,move into his father’s apartment,throw disobedient passengers off the boat,yell at Todd for getting stuck,ask a friend to take over,
100,729,TRUE,98,95,85,100,,,,,100,80,,,10,4,,,95,0,98,100,3,0,100,90,,,96,70,98,100,1,0,,,0,90,,46,Female,Black / African American,,Some College,Rung 5,commit credit card fraud,demand that the airline delays the flight,,,bring in the assignment the next day,,go without Ted,,take a detour at the next exit,take her to his house but no further,ask to use the mall's loudspeaker,take a train instead,,pitch his situation to a reality TV network,serve engine fuel to the passengers,give Todd her water,,call for help
100,613,TRUE,,,,,100,39,67,0,100,80,100,59,88,67,57,90,,,100,15,100,0,35,12,90,40,,,,,,,100,100,58,44,,43,Male,White / Caucasian,,College Graduate (4 year),Rung 5,,,get an advance payday loan,renew her membership,quickly try to redo the assignment,steal all of the food and water,go without Ted,ask the parents if they know him,,take her to his house but no further,pour water on the car to cool it,take a train instead,borrow their mom’s wedding ring,,,,stage a break-in at the store,call for help
100,2334,TRUE,100,40,90,61,100,100,91,8,,,71,19,92,91,,,,,,,100,66,92,99,,,,,71,50,91,10,91,100,40,10,,58,Male,Asian / Pacific Islander,,College Graduate (4 year),Rung 6,go on strike for better wages,call a taxi,overcharge the next customers,renew her membership,,huddle to conserve energy,try to buy a ticket off another person,,,,light a fire under the car,hide the knife in someone else's bag,,,ration their food,yell at Todd for getting stuck,leave the store unattended,call for help
100,478,TRUE,95,28,80,66,,,,,98,39,100,15,95,12,99,71,,,97,85,100,87,71,20,86,45,,,,,,,4,5,97,87,,51,Female,White / Caucasian,,Master's Degree (MS),Rung 7,go on strike for better wages,take a public bus,,,lie that her house burnt down,throw away all of the food,teleport into the concert,tackle him and hold him down,,steal whatever she has on her,light a fire under the car,store the knife in an airport locker,run away,,,,call his lawyer,leave her dogs with him
100,1388,TRUE,,,72,62,,,39,24,88,28,61,19,72,71,72,71,19,0,,,76,0,,,20,19,100,39,19,7,,,77,73,,,,58,Male,White / Caucasian,,Doctoral Degree (PhD),Rung 5,,reschedule for a later flight,,crawl past the front desk,hypnotize the teacher,throw away all of the food,teleport into the concert,tackle him and hold him down,honk at the driver until they pull over,,call emergency services,,borrow their mom’s wedding ring,abandon his father,throw disobedient passengers off the boat,,tell his lawyer that he’s sick,
100,381,TRUE,56,10,25,9,,,70,85,0,0,59,0,90,100,,,93,65,61,100,65,19,35,19,,,,,,,17,93,,,90,100,,31,Male,White / Caucasian,,College Graduate (4 year),Rung 5,start a fundraiser,call a taxi,,crawl past the front desk,quickly try to redo the assignment,search for a water source,steal someone else's ticket,,honk at the driver until they pull over,turn invisible,check that the doors are locked,ask to check the knife,,,,leave Todd to save herself,,call for help
100,702,TRUE,80,20,100,50,100,0,100,0,,,100,0,,,70,90,0,0,,,,,,,9,20,100,100,0,5,50,0,50,100,,,,52,Female,White / Caucasian,,College Graduate (4 year),Rung 6,search for the medication on the black market,try to convince a passing driver to trade cars,sell one of his kidneys,pull the fire alarm,,steal all of the food and water,,wave to the parents,pull over and call 911,,,,tell his sister as soon as possible,abandon his father,ration their food,give Todd her water,lock up the store,
100,1896,TRUE,13,0,100,50,100,100,53,0,89,70,100,7,,,100,100,,,,,,,,,100,82,,,53,45,100,11,7,75,100,100,,30,Female,Native American / American Indian,,College Graduate (4 year),Rung 5,take out a loan,steal a passing driver's car,stage a robbery,borrow someone's phone,copy a friend's assignment,boost morale with a three-legged race,,read his mind,,,,,borrow their mom’s wedding ring,,ration their food,yell at Todd for getting stuck,ask a friend to take over,steal his dogs for extra speed
100,586,TRUE,100,31,,,82,100,,,,,74,16,84,80,100,91,92,40,,,100,0,94,82,87,100,99,52,88,70,,,100,100,,,,44,Female,White / Caucasian,,Master's Degree (MS),Rung 3,switch insurance plans,,stage a robbery,,,steal all of the food and water,give her ticket to Ted,make cat noises at him until he leaves,honk an angry message in Morse code,,pour water on the car to cool it,pretend the knife is part of a hip replacement,steal someone else’s ring,buy his father a tent,ration their food,,leave the store unattended,
100,866,TRUE,,,,,90,50,10,100,100,75,,,75,90,,,50,5,100,20,100,20,100,50,,,100,90,50,20,100,50,,,100,80,,45,Female,White / Caucasian,,High School or equivalent,Rung 4,,,pay the money from his own wallet,pay for a day-pass to the gym,copy a friend's assignment,,try to buy a ticket off another person,,honk at the driver until they pull over,steal whatever she has on her,slash the tires,threaten security with the knife,,abandon his father,organize a fishing crew,yell at Todd for getting stuck,,finish the race
100,416,TRUE,75,30,40,35,100,89,,,67,44,13,0,100,82,29,76,,,13,34,100,100,75,45,,,34,29,69,63,,,,,,,,27,Male,White / Caucasian,,High School or equivalent,Rung 2,search for the medication on the black market,take a public bus,explain the situation to his boss,,lie that her house burnt down,collect wood to start a fire,pretend they are conjoined twins,read his mind,,call her a cab,ask to use the mall's loudspeaker,hide the knife in someone else's bag,,get another job,request supplies to be airdropped,,,
100,1081,TRUE,,,,,,,100,42,50,5,,,,,81,8,100,23,0,95,,,100,100,0,99,0,0,100,100,100,30,100,100,100,100,,48,Female,White / Caucasian,,Vocational/Technical School (2 year),Rung 3,,,,borrow someone's phone,bring in the assignment the next day,,,ask the parents if they know him,tailgate the car,refuse to drive her,,threaten security with the knife,tell his sister as soon as possible,check in on his father daily,sell all the food to the highest bidder,get her arm stuck in solidarity,lock up the store,steal his dogs for extra speed
